time,X1,Y1,G1,G2,G3,G4,G5,G6,G7,G8,G9,GA,Checksum
1582573520,93,58,0x1,0x1,0x1,0x1,0x1,0x1,0x1,0x1,0x1,0x1,0xa0
1582573525,1,6,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0xa2
1582573529,5,0,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0xce
1582573534,9,24,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x37
1582573539,13,28,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x77
1582573544,17,52,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0xdf
1582573549,21,56,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x20
1582573553,25,60,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x60
1582573558,30,10,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x42
1582573563,34,14,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x82
1582573568,38,38,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0xea
1582573573,42,32,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x17
1582573577,46,56,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x7f
1582573582,50,60,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0xbf
1582573587,55,20,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0xb5
1582573592,59,24,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0xf5
1582573597,63,28,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x36
1582573601,67,42,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x8a
1582573606,71,46,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0xca
1582573611,76,6,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0xc0
1582573616,80,10,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x1
1582573621,84,24,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x55
1582573625,88,28,0x4,0x4,0x4,0x4,0x4,0x4,0x4,0x4,0x4,0x4,0x51
1582573630,92,52,0x1,0x1,0x1,0x1,0x1,0x1,0x1,0x1,0x1,0x1,0x86
1582573635,95,60,0x1,0x1,0x1,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0xf3
1582573640,3,58,0x9,0x8,0x7,0x7,0x8,0x6,0x8,0x8,0x8,0x8,0x8d
1582573644,8,18,0xa,0xb,0xb,0xb,0xb,0xb,0xb,0xb,0xa,0x9,0x60
1582573649,12,12,0xb,0xb,0xb,0xb,0xb,0xb,0xb,0xb,0xb,0xb,0x7c
1582573654,16,36,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0x9,0xa,0xa,0x86
1582573659,20,40,0xa,0x9,0x9,0x9,0x9,0x9,0x9,0xa,0xa,0xa,0x35
1582573664,24,54,0x9,0x9,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xac
1582573668,29,4,0xb,0xb,0xb,0xb,0xb,0xb,0xb,0xb,0xb,0xb,0x5b
1582573673,32,62,0xa,0x9,0xb,0xb,0xb,0xb,0xb,0xb,0xb,0xb,0xab
1582573678,37,22,0xb,0xb,0xb,0xb,0xb,0xb,0xa,0xb,0xb,0xb,0x1b
1582573683,41,26,0xb,0xb,0xb,0xb,0xb,0xb,0xb,0xb,0xb,0xb,0x30
1582573688,45,50,0xb,0xb,0xb,0xb,0xb,0xa,0xa,0xb,0xb,0xb,0xa6
1582573692,49,44,0xb,0xb,0xb,0xb,0xb,0xa,0xb,0xb,0xb,0xb,0xa7
1582573697,54,4,0xa,0xa,0xa,0x9,0xa,0x9,0xa,0xb,0xb,0xb,0xc9
1582573702,58,8,0x9,0x9,0xa,0xb,0xb,0xb,0xb,0xb,0x9,0x8,0x44
1582573707,62,12,0xb,0xb,0xb,0xb,0xb,0xb,0xb,0xb,0xb,0xa,0x30
1582573712,66,36,0xa,0xb,0xb,0xb,0xb,0xb,0xb,0xb,0xb,0xb,0x7a
1582573716,70,30,0xb,0xb,0xb,0xb,0xb,0xb,0xb,0xb,0xb,0xb,0xcf
1582573721,74,54,0xa,0xa,0xa,0xb,0xa,0xa,0x9,0xa,0xa,0xa,0x1e
1582573726,78,58,0x9,0x8,0x8,0x9,0x9,0xa,0xb,0xb,0xb,0xb,0xdf
1582573731,83,18,0x5,0x5,0x6,0x5,0x6,0x7,0x6,0x6,0x8,0x7,0x1b
1582573736,87,12,0x3,0x2,0x2,0x2,0x2,0x2,0x2,0x2,0x2,0x2,0x2a
1582573740,91,36,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x47
1582573745,95,40,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x87
1582573750,2,42,0x9,0x8,0x9,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0x10
1582573755,7,2,0xa,0xa,0x9,0x9,0x9,0xa,0xa,0xa,0x9,0xa,0x6
1582573760,10,60,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xaf
1582573764,15,20,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa5
1582573769,19,24,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xe5
1582573774,23,38,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0x3a
1582573779,27,52,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0x8e
1582573783,31,46,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xba
1582573788,36,6,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xb0
1582573793,40,10,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xf0
1582573798,44,34,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0x59
1582573803,48,28,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0x85
1582573807,52,52,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xed
1582573812,56,56,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0x2e
1582573817,60,60,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0x6e
1582573822,65,10,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0x50
1582573827,69,14,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0x90
1582573831,73,38,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xf8
1582573836,77,42,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0x39
1582573841,82,2,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0x2f
1582573846,85,60,0x4,0x4,0x4,0x5,0x9,0x9,0x9,0x8,0x8,0x7,0x1f
1582573851,90,20,0x1,0x1,0x1,0x1,0x1,0x1,0x1,0x1,0x1,0x1,0x2a
1582651880,4,4,0x8,0x9,0x9,0x9,0x8,0x7,0x7,0x7,0x7,0x7,0xe8
1582651924,2,12,0x8,0x8,0x8,0x9,0x8,0x8,0x8,0x8,0x8,0x8,0x88
1582651928,6,16,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0x1f
1582651933,10,40,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0x87
1582651938,14,44,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xc7
1582651943,18,48,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0x8
1582651947,22,62,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0x5c
1582651952,26,56,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0x88
1582651957,31,16,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0x7e
1582651962,35,20,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xbe
1582651967,39,44,0xa,0xa,0xa,0x9,0x9,0xa,0xa,0xa,0xa,0xa,0x89
1582651971,43,48,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0x67
1582651976,48,8,0xa,0xa,0xa,0xa,0xa,0xa,0x9,0x9,0xa,0xa,0x3b
1582651981,52,12,0x9,0x9,0x9,0x9,0x8,0x8,0x9,0xa,0xa,0xa,0xa6
1582651986,56,16,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xdd
1582651991,60,40,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0x46
1582651995,64,44,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0x86
1582652000,69,4,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0x7c
1582652005,73,8,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0x9,0xb1
1582652010,77,32,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0x25
1582652015,81,36,0xa,0xa,0x9,0x9,0x9,0xa,0xa,0xa,0x9,0xa,0x5a
1582652019,85,60,0x4,0x4,0x5,0x5,0x4,0x7,0x7,0x7,0x5,0x5,0x69
1582652024,90,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0xf0
1582652029,94,4,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x31
1582652034,1,26,0xb,0xb,0xb,0xb,0xb,0xb,0xb,0xb,0xb,0xb,0xfd
1582652039,5,30,0xb,0xb,0xb,0xb,0xb,0xb,0xb,0xb,0xb,0xb,0x3e
1582652043,9,54,0xb,0xb,0xb,0x9,0x5,0x4,0x3,0x2,0x2,0x2,0x60
1582652048,13,58,0x3,0x2,0x2,0x2,0x2,0x2,0xb,0xb,0xb,0xb,0x43
1582652053,17,62,0x2,0x2,0xb,0xb,0xb,0xb,0xb,0xb,0xb,0xb,0x8d
1582652058,22,22,0xb,0xb,0xb,0xb,0xb,0xb,0xb,0xb,0xb,0xb,0x1d
1582652063,26,26,0xb,0xb,0xb,0xb,0xb,0xb,0xb,0xb,0xb,0xb,0x5d
1582652067,30,60,0x1,0x1,0x1,0x1,0xb,0xb,0xb,0xb,0xb,0xb,0x2f
1582652072,34,54,0x2,0x2,0x2,0x2,0x1,0x1,0x1,0x1,0x1,0x1,0x9f
1582652077,39,24,0xb,0xb,0xb,0xb,0xb,0xb,0xb,0xb,0xb,0xb,0x10
1582652082,43,18,0xb,0xb,0xb,0xb,0xb,0xb,0xb,0xb,0xb,0xb,0x3c
1582652086,47,42,0x2,0x2,0x2,0x2,0x2,0x2,0x2,0x2,0x2,0x2,0xb
1582652091,51,46,0x2,0x2,0x2,0x2,0x2,0x1,0x1,0x1,0x1,0x1,0x50
1582652096,55,50,0x1,0x1,0x1,0x1,0x1,0x1,0x1,0x1,0x1,0x1,0x7a
1582652101,60,10,0xb,0xb,0xb,0xb,0xb,0xb,0xb,0xb,0xb,0xa,0x10
1582652106,64,14,0xb,0xa,0x7,0x5,0x4,0x4,0x4,0x3,0x3,0x3,0x6c
1582652110,68,38,0x1,0x1,0x1,0x1,0x1,0x1,0x1,0x1,0x1,0x1,0x19
1582652115,72,42,0x1,0x1,0x1,0x1,0x1,0x1,0x1,0x1,0x1,0x1,0x59
1582652120,77,2,0x9,0x6,0x5,0x5,0x4,0x4,0x4,0x4,0x4,0x4,0xfd
1582652125,81,6,0x6,0x6,0x6,0x6,0x6,0x5,0x5,0x5,0x5,0x5,0xe9
1582652130,85,20,0x5,0x5,0x5,0x5,0x5,0x5,0x5,0x5,0x5,0x5,0x28
1582652134,89,34,0x3,0x3,0x3,0x3,0x3,0x3,0x3,0x3,0x3,0x3,0x5a
1582652139,93,38,0x1,0x1,0x1,0x1,0x1,0x1,0x1,0x1,0x1,0x1,0x78
1582652144,0,60,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x1
1582652149,5,0,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0xce
1582652154,9,14,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x23
1582652158,13,28,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x77
1582652163,17,22,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0xa3
1582652168,21,46,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0xc
1582652173,25,50,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x4c
1582652178,30,10,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x42
1582652182,34,14,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x82
1582652187,38,38,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0xea
1582652192,42,42,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x2b
1582652197,47,2,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x21
1582652202,51,6,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x61
1582652206,55,10,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0xa1
1582652211,59,34,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0xa
1582652216,63,38,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x4a
1582652221,67,62,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0xb2
1582652226,72,2,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x80
1582652230,76,26,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0xe8
1582652235,80,30,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x29
1582652240,84,54,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x91
1582652245,88,58,0x7,0x7,0x7,0x7,0x7,0x7,0x7,0x7,0x7,0x7,0xc0
1582652249,92,52,0x4,0x4,0x4,0x4,0x4,0x4,0x4,0x4,0x4,0x4,0xb9
1582652254,0,0,0x5,0x6,0x5,0x5,0x5,0x6,0x5,0x5,0x6,0x6,0xc0
1582652259,4,14,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xfe
1582652264,8,38,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0x67
1582652269,12,42,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa7
1582652273,17,2,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0x9d
1582652278,21,6,0xa,0xa,0x9,0x9,0xa,0xa,0xa,0xa,0xa,0xa,0x55
1582652283,25,10,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0x1e
1582652288,29,34,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0x86
1582652293,33,38,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xc6
1582652297,37,62,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0x2f
1582652302,42,2,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xfc
1582652307,46,26,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0x65
1582652312,50,30,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa5
1582652317,54,54,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xe
1582652321,58,58,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0x4e
1582652326,62,52,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0x7a
1582652331,67,22,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0x84
1582652336,71,16,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xb0
1582652341,75,40,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0x19
1582652345,79,44,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0x59
1582652350,84,4,0x8,0x8,0x9,0x9,0x8,0x8,0x7,0x7,0x7,0x6,0xcc
1582652355,88,8,0x1,0x1,0x1,0x2,0x2,0x2,0x2,0x2,0x2,0x1,0x83
1582652360,92,32,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x4d
1582652365,95,60,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0xaf
1582652369,3,38,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0x10
1582652374,7,62,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0x78
1582652379,12,2,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0x46
1582652384,16,26,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0xae
1582652388,20,30,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0xee
1582652393,24,44,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0x43
1582652398,28,58,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0x97
1582652403,32,62,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0xd7
1582652408,37,22,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0xcd
1582652412,41,26,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0xe
1582652417,45,50,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0x76
1582652422,49,44,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0xa2
1582652427,54,14,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0xac
1582652432,58,8,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0xd8
1582652436,62,22,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0x2d
1582652441,66,36,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0x81
1582652446,70,40,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0xc1
1582652451,75,0,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0xb7
1582652456,79,4,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0xf7
1582652460,83,28,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0x60
1582652465,87,32,0x3,0x3,0x3,0x3,0x3,0x3,0x3,0x3,0x3,0x3,0x3a
1582652470,91,56,0x1,0x1,0x1,0x1,0x1,0x1,0x1,0x1,0x1,0x1,0x80
1582652475,95,60,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0xaf
1582652480,3,8,0x9,0x9,0x9,0x9,0x9,0x9,0x8,0x9,0x9,0x9,0xfe
1582652484,7,32,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0x3c
1582652489,11,36,0x9,0x9,0x9,0x9,0x9,0x8,0x8,0x9,0x9,0x9,0x8a
1582652494,15,60,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0xe4
1582652499,20,0,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0xb2
1582652504,24,24,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0x1b
1582652508,28,28,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0x5b
1582652513,32,32,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0x9b
